infinitive,English Translation,Irregular,present 1p-s,present 2p-s,present 3p-s,present 1p-p,present 2p-p,present 3p-p,imperfect 1p-s,imperfect 2p-s,imperfect 3p-s,imperfect 1p-p,imperfect 2p-p,imperfect 3p-p,passe simple 1p-s,passe simple 2p-s,passe simple 3p-s,passe simple 1p-p,passe simple 2p-p,passe simple 3p-p,simple future 1p-s,simple future 2p-s,simple future 3p-s,simple future 1p-p,simple future 2p-p,simple future 3p-p,conditional 1p-s,conditional 2p-s,conditional 3p-s,conditional 1p-p,conditional 2p-p,conditional 3p-p,subjunctive 1p-s,subjunctive 2p-s,subjunctive 3p-s,subjunctive 1p-p,subjunctive 2p-p,subjunctive 3p-p,imperfect subjunctive 1p-s,imperfect subjunctive 2p-s,imperfect subjunctive 3p-s,imperfect subjunctive 1p-p,imperfect subjunctive 2p-p,imperfect subjunctive 3p-p,imperative 1p-s,imperative 2p-s,imperative 3p-s,imperative 1p-p,imperative 2p-p,imperative 3p-p,passe compose 1p-s,passe compose 2p-s,passe compose 3p-s,passe compose 1p-p,passe compose 2p-p,passe compose 3p-p,past perfect 1p-s,past perfect 2p-s,past perfect 3p-s,past perfect 1p-p,past perfect 2p-p,past perfect 3p-p,future perfect 1p-s,future perfect 2p-s,future perfect 3p-s,future perfect 1p-p,future perfect 2p-p,future perfect 3p-p,past conditional 1p-s,past conditional 2p-s,past conditional 3p-s,past conditional 1p-p,past conditional 2p-p,past conditional 3p-p,past subjunctive 1p-s,past subjunctive 2p-s,past subjunctive 3p-s,past subjunctive 1p-p,past subjunctive 2p-p,past subjunctive 3p-p,pluperfect subjunctive 1p-s,pluperfect subjunctive 2p-s,pluperfect subjunctive 3p-s,pluperfect subjunctive 1p-p,pluperfect subjunctive 2p-p,pluperfect subjunctive 3p-p,past anterior 1p-s,past anterior 2p-s,past anterior 3p-s,past anterior 1p-p,past anterior 2p-p,past anterior 3p-p,imperative 1p-s,past imperative 2p-s,imperative 3p-s,past imperative 1p-p,past imperative 2p-p,imperative 3p-p,gerund
satisfaire,to satisfy,TRUE,satisfais,satisfais,satisfait,satisfaisons,satisfaites,satisfont,satisfaisais,satisfaisais,satisfaisait,satisfaisions,satisfaisiez,satisfaisaient,satisfis,satisfis,satisfit,satisfîmes,satisfîtes,satisfirent,satisferai,satisferas,satisfera,satisferons,satisferez,satisferont,satisferais,satisferais,satisferait,satisferions,satisferiez,satisferaient,satisfasse,satisfasses,satisfasse,satisfassions,satisfassiez,satisfassent,satisfisse,satisfisses,satisfît,satisfissions,satisfissiez,satisfissent,N/A,satisfais,N/A,satisfaisons,satisfaites,N/A,ai satisfait,as satisfait,a satisfait,avons satisfait,avez satisfait,ont satisfait,avais satisfait,avais satisfait,avait satisfait,avions satisfait,aviez satisfait,avaient satisfait,aurai satisfait,auras satisfait,aura satisfait,aurons satisfait,aurez satisfait,auront satisfait,aurais satisfait,aurais satisfait,aurait satisfait,aurions satisfait,auriez satisfait,auraient satisfait,aie satisfait,aies satisfait,ait satisfait,ayons satisfait,ayez satisfait,aient satisfait,eusse satisfait,eusses satisfait,eût satisfait,eussions satisfait,eussiez satisfait,eussent satisfait,eus satisfait,eus satisfait,eut satisfait,eûmes satisfait,eûtes satisfait,eurent satisfait,N/A,aie satisfait,N/A,ayons satisfait,ayez satisfait,N/A,satisfaisant
signifier,to mean,FALSE,signifie,signifies,signifie,signifions,signifiez,signifient,signifiais,signifiais,signifiait,signifiions,signifiiez,signifiaient,signifiai,signifias,signifia,signifiâmes,signifiâtes,signifièrent,signifierai,signifieras,signifiera,signifierons,signifierez,signifieront,signifierais,signifierais,signifierait,signifierions,signifieriez,signifieraient,signifie,signifies,signifie,signifiions,signifiiez,signifient,signifiasse,signifiasses,signifiât,signifiassions,signifiassiez,signifiassent,N/A,signifie,N/A,signifions,signifiez,N/A,ai signifié,as signifié,a signifié,avons signifié,avez signifié,ont signifié,avais signifié,avais signifié,avait signifié,avions signifié,aviez signifié,avaient signifié,aurai signifié,auras signifié,aura signifié,aurons signifié,aurez signifié,auront signifié,aurais signifié,aurais signifié,aurait signifié,aurions signifié,auriez signifié,auraient signifié,aie signifié,aies signifié,ait signifié,ayons signifié,ayez signifié,aient signifié,eusse signifié,eusses signifié,eût signifié,eussions signifié,eussiez signifié,eussent signifié,eus signifié,eus signifié,eut signifié,eûmes signifié,eûtes signifié,eurent signifié,N/A,aie signifié,N/A,ayons signifié,ayez signifié,N/A,signifiant
secourir,to help,FALSE,secours,secours,secourt,secourons,secourez,secourent,secourais,secourais,secourait,secourions,secouriez,secouraient,secourus,secourus,secourut,secourûmes,secourûtes,secoururent,secourrai,secourras,secourra,secourrons,secourrez,secourront,secourrais,secourrais,secourrait,secourrions,secourriez,secourraient,secoure,secoures,secoure,secourions,secouriez,secourent,secourusse,secourusses,secourût,secourussions,secourussiez,secourussent,N/A,secours,N/A,secourons,secourez,N/A,ai secouru,as secouru,a secouru,avons secouru,avez secouru,ont secouru,avais secouru,avais secouru,avait secouru,avions secouru,aviez secouru,avaient secouru,aurai secouru,auras secouru,aura secouru,aurons secouru,aurez secouru,auront secouru,aurais secouru,aurais secouru,aurait secouru,aurions secouru,auriez secouru,auraient secouru,aie secouru,aies secouru,ait secouru,ayons secouru,ayez secouru,aient secouru,eusse secouru,eusses secouru,eût secouru,eussions secouru,eussiez secouru,eussent secouru,eus secouru,eus secouru,eut secouru,eûmes secouru,eûtes secouru,eurent secouru,N/A,aie secouru,N/A,ayons secouru,ayez secouru,N/A,secourant
servir,to serve,FALSE,sers,sers,sert,servons,servez,servent,servais,servais,servait,servions,serviez,servaient,servis,servis,servit,servîmes,servîtes,servirent,servirai,serviras,servira,servirons,servirez,serviront,servirais,servirais,servirait,servirions,serviriez,serviraient,serve,serves,serve,servions,serviez,servent,servisse,servisses,servît,servissions,servissiez,servissent,N/A,sers,N/A,servons,servez,N/A,ai servi,as servi,a servi,avons servi,avez servi,ont servi,avais servi,avais servi,avait servi,avions servi,aviez servi,avaient servi,aurai servi,auras servi,aura servi,aurons servi,aurez servi,auront servi,aurais servi,aurais servi,aurait servi,aurions servi,auriez servi,auraient servi,aie servi,aies servi,ait servi,ayons servi,ayez servi,aient servi,eusse servi,eusses servi,eût servi,eussions servi,eussiez servi,eussent servi,eus servi,eus servi,eut servi,eûmes servi,eûtes servi,eurent servi,N/A,aie servi,N/A,ayons servi,ayez servi,N/A,servant
signer,to sign,FALSE,signe,signes,signe,signons,signez,signent,signais,signais,signait,signions,signiez,signaient,signai,signas,signa,signâmes,signâtes,signèrent,signerai,signeras,signera,signerons,signerez,signeront,signerais,signerais,signerait,signerions,signeriez,signeraient,signe,signes,signe,signions,signiez,signent,signasse,signasses,signât,signassions,signassiez,signassent,N/A,signe,N/A,signons,signez,N/A,ai signé,as signé,a signé,avons signé,avez signé,ont signé,avais signé,avais signé,avait signé,avions signé,aviez signé,avaient signé,aurai signé,auras signé,aura signé,aurons signé,aurez signé,auront signé,aurais signé,aurais signé,aurait signé,aurions signé,auriez signé,auraient signé,aie signé,aies signé,ait signé,ayons signé,ayez signé,aient signé,eusse signé,eusses signé,eût signé,eussions signé,eussiez signé,eussent signé,eus signé,eus signé,eut signé,eûmes signé,eûtes signé,eurent signé,N/A,aie signé,N/A,ayons signé,ayez signé,N/A,signant
sauter,to jump,FALSE,saute,sautes,saute,sautons,sautez,sautent,sautais,sautais,sautait,sautions,sautiez,sautaient,sautai,sautas,sauta,sautâmes,sautâtes,sautèrent,sauterai,sauteras,sautera,sauterons,sauterez,sauteront,sauterais,sauterais,sauterait,sauterions,sauteriez,sauteraient,saute,sautes,saute,sautions,sautiez,sautent,sautasse,sautasses,sautât,sautassions,sautassiez,sautassent,N/A,saute,N/A,sautons,sautez,N/A,ai sauté,as sauté,a sauté,avons sauté,avez sauté,ont sauté,avais sauté,avais sauté,avait sauté,avions sauté,aviez sauté,avaient sauté,aurai sauté,auras sauté,aura sauté,aurons sauté,aurez sauté,auront sauté,aurais sauté,aurais sauté,aurait sauté,aurions sauté,auriez sauté,auraient sauté,aie sauté,aies sauté,ait sauté,ayons sauté,ayez sauté,aient sauté,eusse sauté,eusses sauté,eût sauté,eussions sauté,eussiez sauté,eussent sauté,eus sauté,eus sauté,eut sauté,eûmes sauté,eûtes sauté,eurent sauté,N/A,aie sauté,N/A,ayons sauté,ayez sauté,N/A,sautant
saisir,to seize,FALSE,saisis,saisis,saisit,saisissons,saisissez,saisissent,saisissais,saisissais,saisissait,saisissions,saisissiez,saisissaient,saisis,saisis,saisit,saisîmes,saisîtes,saisirent,saisirai,saisiras,saisira,saisirons,saisirez,saisiront,saisirais,saisirais,saisirait,saisirions,saisiriez,saisiraient,saisisse,saisisses,saisisse,saisissions,saisissiez,saisissent,saisisse,saisisses,saisît,saisissions,saisissiez,saisissent,N/A,saisis,N/A,saisissons,saisissez,N/A,ai saisi,as saisi,a saisi,avons saisi,avez saisi,ont saisi,avais saisi,avais saisi,avait saisi,avions saisi,aviez saisi,avaient saisi,aurai saisi,auras saisi,aura saisi,aurons saisi,aurez saisi,auront saisi,aurais saisi,aurais saisi,aurait saisi,aurions saisi,auriez saisi,auraient saisi,aie saisi,aies saisi,ait saisi,ayons saisi,ayez saisi,aient saisi,eusse saisi,eusses saisi,eût saisi,eussions saisi,eussiez saisi,eussent saisi,eus saisi,eus saisi,eut saisi,eûmes saisi,eûtes saisi,eurent saisi,N/A,aie saisi,N/A,ayons saisi,ayez saisi,N/A,saisissant
sentir,to feel/smell,FALSE,sens,sens,sent,sentons,sentez,sentent,sentais,sentais,sentait,sentions,sentiez,sentaient,sentis,sentis,sentit,sentîmes,sentîtes,sentirent,sentirai,sentiras,sentira,sentirons,sentirez,sentiront,sentirais,sentirais,sentirait,sentirions,sentiriez,sentiraient,sente,sentes,sente,sentions,sentiez,sentent,sentisse,sentisses,sentît,sentissions,sentissiez,sentissent,N/A,sens,N/A,sentons,sentez,N/A,ai senti,as senti,a senti,avons senti,avez senti,ont senti,avais senti,avais senti,avait senti,avions senti,aviez senti,avaient senti,aurai senti,auras senti,aura senti,aurons senti,aurez senti,auront senti,aurais senti,aurais senti,aurait senti,aurions senti,auriez senti,auraient senti,aie senti,aies senti,ait senti,ayons senti,ayez senti,aient senti,eusse senti,eusses senti,eût senti,eussions senti,eussiez senti,eussent senti,eus senti,eus senti,eut senti,eûmes senti,eûtes senti,eurent senti,N/A,aie senti,N/A,ayons senti,ayez senti,N/A,sentant
sonner,to ring,FALSE,sonne,sonnes,sonne,sonnons,sonnez,sonnent,sonnais,sonnais,sonnait,sonnions,sonniez,sonnaient,sonnai,sonnas,sonna,sonnâmes,sonnâtes,sonnèrent,sonnerai,sonneras,sonnera,sonnerons,sonnerez,sonneront,sonnerais,sonnerais,sonnerait,sonnerions,sonneriez,sonneraient,sonne,sonnes,sonne,sonnions,sonniez,sonnent,sonnasse,sonnasses,sonnât,sonnassions,sonnassiez,sonnassent,N/A,sonne,N/A,sonnons,sonnez,N/A,ai sonné,as sonné,a sonné,avons sonné,avez sonné,ont sonné,avais sonné,avais sonné,avait sonné,avions sonné,aviez sonné,avaient sonné,aurai sonné,auras sonné,aura sonné,aurons sonné,aurez sonné,auront sonné,aurais sonné,aurais sonné,aurait sonné,aurions sonné,auriez sonné,auraient sonné,aie sonné,aies sonné,ait sonné,ayons sonné,ayez sonné,aient sonné,eusse sonné,eusses sonné,eût sonné,eussions sonné,eussiez sonné,eussent sonné,eus sonné,eus sonné,eut sonné,eûmes sonné,eûtes sonné,eurent sonné,N/A,aie sonné,N/A,ayons sonné,ayez sonné,N/A,sonnant
sourire,to smile,FALSE,souris,souris,sourit,sourions,souriez,sourient,souriais,souriais,souriait,souriions,souriiez,souriaient,souris,souris,sourit,sourîmes,sourîtes,sourirent,sourirai,souriras,sourira,sourirons,sourirez,souriront,sourirais,sourirais,sourirait,souririons,souririez,souriraient,sourie,souries,sourie,souriions,souriiez,sourient,sourisse,sourisses,sourît,sourissions,sourissiez,sourissent,N/A,souris,N/A,sourions,souriez,N/A,ai souri,as souri,a souri,avons souri,avez souri,ont souri,avais souri,avais souri,avait souri,avions souri,aviez souri,avaient souri,aurai souri,auras souri,aura souri,aurons souri,aurez souri,auront souri,aurais souri,aurais souri,aurait souri,aurions souri,auriez souri,auraient souri,aie souri,aies souri,ait souri,ayons souri,ayez souri,aient souri,eusse souri,eusses souri,eût souri,eussions souri,eussiez souri,eussent souri,eus souri,eus souri,eut souri,eûmes souri,eûtes souri,eurent souri,N/A,aie souri,N/A,ayons souri,ayez souri,N/A,souriant
souhaiter,to wish,FALSE,souhaite,souhaites,souhaite,souhaitons,souhaitez,souhaitent,souhaitais,souhaitais,souhaitait,souhaitions,souhaitiez,souhaitaient,souhaitai,souhaitas,souhaita,souhaitâmes,souhaitâtes,souhaitèrent,souhaiterai,souhaiteras,souhaitera,souhaiterons,souhaiterez,souhaiteront,souhaiterais,souhaiterais,souhaiterait,souhaiterions,souhaiteriez,souhaiteraient,souhaite,souhaites,souhaite,souhaitions,souhaitiez,souhaitent,souhaitasse,souhaitasses,souhaitât,souhaitassions,souhaitassiez,souhaitassent,N/A,souhaite,N/A,souhaitons,souhaitez,N/A,ai souhaité,as souhaité,a souhaité,avons souhaité,avez souhaité,ont souhaité,avais souhaité,avais souhaité,avait souhaité,avions souhaité,aviez souhaité,avaient souhaité,aurai souhaité,auras souhaité,aura souhaité,aurons souhaité,aurez souhaité,auront souhaité,aurais souhaité,aurais souhaité,aurait souhaité,aurions souhaité,auriez souhaité,auraient souhaité,aie souhaité,aies souhaité,ait souhaité,ayons souhaité,ayez souhaité,aient souhaité,eusse souhaité,eusses souhaité,eût souhaité,eussions souhaité,eussiez souhaité,eussent souhaité,eus souhaité,eus souhaité,eut souhaité,eûmes souhaité,eûtes souhaité,eurent souhaité,N/A,aie souhaité,N/A,ayons souhaité,ayez souhaité,N/A,souhaitant
skier,to ski,FALSE,skie,skies,skie,skions,skiez,skient,skiais,skiais,skiait,skiions,skiiez,skiaient,skiai,skias,skia,skiâmes,skiâtes,skièrent,skierai,skieras,skiera,skierons,skierez,skieront,skierais,skierais,skierait,skierions,skieriez,skieraient,skie,skies,skie,skiions,skiiez,skient,skiasse,skiasses,skiât,skiassions,skiassiez,skiassent,N/A,skie,N/A,skions,skiez,N/A,ai skié,as skié,a skié,avons skié,avez skié,ont skié,avais skié,avais skié,avait skié,avions skié,aviez skié,avaient skié,aurai skié,auras skié,aura skié,aurons skié,aurez skié,auront skié,aurais skié,aurais skié,aurait skié,aurions skié,auriez skié,auraient skié,aie skié,aies skié,ait skié,ayons skié,ayez skié,aient skié,eusse skié,eusses skié,eût skié,eussions skié,eussiez skié,eussent skié,eus skié,eus skié,eut skié,eûmes skié,eûtes skié,eurent skié,N/A,aie skié,N/A,ayons skié,ayez skié,N/A,skiant
supposer,to suppose,FALSE,suppose,supposes,suppose,supposons,supposez,supposent,supposais,supposais,supposait,supposions,supposiez,supposaient,supposai,supposas,supposa,supposâmes,supposâtes,supposèrent,supposerai,supposeras,supposera,supposerons,supposerez,supposeront,supposerais,supposerais,supposerait,supposerions,supposeriez,supposeraient,suppose,supposes,suppose,supposions,supposiez,supposent,supposasse,supposasses,supposât,supposassions,supposassiez,supposassent,N/A,suppose,N/A,supposons,supposez,N/A,ai supposé,as supposé,a supposé,avons supposé,avez supposé,ont supposé,avais supposé,avais supposé,avait supposé,avions supposé,aviez supposé,avaient supposé,aurai supposé,auras supposé,aura supposé,aurons supposé,aurez supposé,auront supposé,aurais supposé,aurais supposé,aurait supposé,aurions supposé,auriez supposé,auraient supposé,aie supposé,aies supposé,ait supposé,ayons supposé,ayez supposé,aient supposé,eusse supposé,eusses supposé,eût supposé,eussions supposé,eussiez supposé,eussent supposé,eus supposé,eus supposé,eut supposé,eûmes supposé,eûtes supposé,eurent supposé,N/A,aie supposé,N/A,ayons supposé,ayez supposé,N/A,supposant
survenir,to occur,FALSE,surviens,surviens,survient,survenons,survenez,surviennent,survenais,survenais,survenait,survenions,surveniez,survenaient,survins,survins,survint,survînmes,survîntes,survinrent,surviendrai,surviendras,surviendra,surviendrons,surviendrez,surviendront,surviendrais,surviendrais,surviendrait,surviendrions,surviendriez,surviendraient,survienne,surviennes,survienne,survenions,surveniez,surviennent,survinsse,survinsses,survînt,survinssions,survinssiez,survinssent,N/A,surviens,N/A,survenons,survenez,N/A,suis survenu,es survenu,est survenu,sommes survenu,êtes survenu,sont survenu,étais survenu,étais survenu,était survenu,étions survenu,étiez survenu,étaient survenu,serai survenu,seras survenu,sera survenu,serons survenu,serez survenu,seront survenu,serais survenu,serais survenu,serait survenu,serions survenu,seriez survenu,seraient survenu,sois survenu,sois survenu,soit survenu,soyons survenu,soyez survenu,soient survenu,fusse survenu,fusses survenu,fût survenu,fussions survenu,fussiez survenu,fussent survenu,fus survenu,fus survenu,fut survenu,fûmes survenu,fûtes survenu,fûrent survenu,N/A,sois survenu,N/A,soyons survenu,soyez survenu,N/A,survenant
souffler,to blow/pant,FALSE,souffle,souffles,souffle,soufflons,soufflez,soufflent,soufflais,soufflais,soufflait,soufflions,souffliez,soufflaient,soufflai,soufflas,souffla,soufflâmes,soufflâtes,soufflèrent,soufflerai,souffleras,soufflera,soufflerons,soufflerez,souffleront,soufflerais,soufflerais,soufflerait,soufflerions,souffleriez,souffleraient,souffle,souffles,souffle,soufflions,souffliez,soufflent,soufflasse,soufflasses,soufflât,soufflassions,soufflassiez,soufflassent,N/A,souffle,N/A,soufflons,soufflez,N/A,ai soufflé,as soufflé,a soufflé,avons soufflé,avez soufflé,ont soufflé,avais soufflé,avais soufflé,avait soufflé,avions soufflé,aviez soufflé,avaient soufflé,aurai soufflé,auras soufflé,aura soufflé,aurons soufflé,aurez soufflé,auront soufflé,aurais soufflé,aurais soufflé,aurait soufflé,aurions soufflé,auriez soufflé,auraient soufflé,aie soufflé,aies soufflé,ait soufflé,ayons soufflé,ayez soufflé,aient soufflé,eusse soufflé,eusses soufflé,eût soufflé,eussions soufflé,eussiez soufflé,eussent soufflé,eus soufflé,eus soufflé,eut soufflé,eûmes soufflé,eûtes soufflé,eurent soufflé,N/A,aie soufflé,N/A,ayons soufflé,ayez soufflé,N/A,soufflant
supporter,to support/endure,FALSE,supporte,supportes,supporte,supportons,supportez,supportent,supportais,supportais,supportait,supportions,supportiez,supportaient,supportai,supportas,supporta,supportâmes,supportâtes,supportèrent,supporterai,supporteras,supportera,supporterons,supporterez,supporteront,supporterais,supporterais,supporterait,supporterions,supporteriez,supporteraient,supporte,supportes,supporte,supportions,supportiez,supportent,supportasse,supportasses,supportât,supportassions,supportassiez,supportassent,N/A,supporte,N/A,supportons,supportez,N/A,ai supporté,as supporté,a supporté,avons supporté,avez supporté,ont supporté,avais supporté,avais supporté,avait supporté,avions supporté,aviez supporté,avaient supporté,aurai supporté,auras supporté,aura supporté,aurons supporté,aurez supporté,auront supporté,aurais supporté,aurais supporté,aurait supporté,aurions supporté,auriez supporté,auraient supporté,aie supporté,aies supporté,ait supporté,ayons supporté,ayez supporté,aient supporté,eusse supporté,eusses supporté,eût supporté,eussions supporté,eussiez supporté,eussent supporté,eus supporté,eus supporté,eut supporté,eûmes supporté,eûtes supporté,eurent supporté,N/A,aie supporté,N/A,ayons supporté,ayez supporté,N/A,supportant
songer,to dream,FALSE,songe,songes,songe,songeons,songez,songent,songeais,songeais,songeait,songions,songiez,songeaient,songeai,songeas,songea,songeâmes,songeâtes,songèrent,songerai,songeras,songera,songerons,songerez,songeront,songerais,songerais,songerait,songerions,songeriez,songeraient,songe,songes,songe,songions,songiez,songent,songeasse,songeasses,songeât,songeassions,songeassiez,songeassent,N/A,songe,N/A,songeons,songez,N/A,ai songé,as songé,a songé,avons songé,avez songé,ont songé,avais songé,avais songé,avait songé,avions songé,aviez songé,avaient songé,aurai songé,auras songé,aura songé,aurons songé,aurez songé,auront songé,aurais songé,aurais songé,aurait songé,aurions songé,auriez songé,auraient songé,aie songé,aies songé,ait songé,ayons songé,ayez songé,aient songé,eusse songé,eusses songé,eût songé,eussions songé,eussiez songé,eussent songé,eus songé,eus songé,eut songé,eûmes songé,eûtes songé,eurent songé,N/A,aie songé,N/A,ayons songé,ayez songé,N/A,songeant
